track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;time_signature;valence
3T7XFffEVFl76njTFOKSsL;1.06e-05;0.192;0.987;0.681;1;0.818;-5.382;1;0.111;103.886;4;0.202
5VKlSohlApanCSQ1YHA1xq;0.923;0.282;0.195;0.546;10;0.122;-16.292;1;0.0373;119.205;4;0.277
7d3iTe7NNJzt4sviLqQmgb;0.0526;0.147;0.983;0.947;9;0.415;-4.797;1;0.237;79.823;4;0.0397
0OsqzEdkrKIz4cMMdFtrvJ;0.0547;0.717;0.8;0.0;1;0.623;-4.925;1;0.281;87.954;4;0.755
4QL6epCx6rlUbDG4TF3sj9;0.00115;0.236;0.964;1.93e-06;0;0.125;-4.993;1;0.0935;185.157;4;0.764
69a3ue3HX6WHfsF8A8JW74;0.0697;0.397;0.359;0.000742;4;0.0566;-13.607;0;0.0315;173.824;4;0.412
5QNj3V5X2Hv8qSnejQ06eO;3.57e-05;0.499;0.923;0.000218;8;0.118;-4.043;1;0.0595;85.011;4;0.777
164TVSjQWkungz9WkJpJ7b;0.11;0.507;0.125;0.334;2;0.109;-19.225;1;0.0384;80.19;4;0.0777
4MBbVTEv2jdJwfgaR1UBxT;0.00697;0.627;0.917;0.00127;1;0.0652;-2.719;0;0.0699;149.963;4;0.706
6jm4W71WFm1NZ9UUa8n3PZ;0.0567;0.857;0.888;0.0;1;0.0598;-6.887;1;0.112;101.577;4;0.778
6bfKh2xikqECjcgirZKx9k;0.155;0.807;0.558;6.56e-05;5;0.108;-10.557;0;0.0348;100.069;4;0.776
1IpEE28rEthmZ0SLTbsUL1;0.229;0.254;0.949;0.207;9;0.36;-7.404;1;0.195;132.546;3;0.271
2l0Bye8zQItfBm8kWd2F0H;0.93;0.365;0.106;0.858;5;0.142;-19.62;1;0.0355;138.764;4;0.0599
4U4OiNBn4ubGDQuny6vOzb;0.00924;0.272;0.827;0.000368;2;0.726;-6.225;1;0.0431;129.961;4;0.378
5fmXkP7wdkB1Nkc6XsdUT4;0.22;0.415;0.685;1.78e-05;10;0.333;-5.917;0;0.0815;184.066;3;0.617
5rzpKPELr6IKTKVcKqLhPt;0.322;0.589;0.554;0.0;11;0.196;-5.228;1;0.0275;118.03;4;0.165
7JVDdtUdfEWz0Qh7z8sEyi;0.431;0.89;0.694;0.41;7;0.0711;-4.94;1;0.0589;98.503;4;0.802
6Wiqv0jLWkUnQqRHa2QR7V;0.243;0.683;0.718;0.0;10;0.0595;-3.23;1;0.0424;105.878;4;0.896
4PtnUQgXnNZ5pBVcRf90yy;0.0197;0.801;0.724;0.0;11;0.0507;-6.571;1;0.0614;104.489;4;0.695
5Vf1qITyXC8vRrKWNQs1iK;0.00395;0.325;0.541;0.0818;1;0.532;-11.454;0;0.034;128.333;4;0.765
32ioj0lDP1J5nB6oZ8GyRv;0.0487;0.742;0.835;0.0;4;0.159;-3.658;0;0.233;182.086;4;0.846
6ZvtWOXpmmvKxBxCngpmXv;0.381;0.699;0.654;1.72e-06;1;0.208;-5.724;1;0.0326;159.816;4;0.595
5ihRh3c9AllrDm9TYENIyy;0.00601;0.656;0.45;0.00427;9;0.0572;-7.368;1;0.0586;140.481;4;0.802
2mOuYdlAW741mK3VlZrigQ;0.0592;0.738;0.671;5.65e-05;11;0.858;-8.074;1;0.361;88.082;4;0.601
0jvoOrQ2AChZVnMXHBBnlS;0.497;0.742;0.475;1.5e-06;7;0.298;-6.943;1;0.182;76.034;4;0.863
2aJZm9Vau6PEY713J6SteL;0.00356;0.471;0.876;0.0134;9;0.346;-6.074;1;0.0515;174.871;4;0.663
6K4ZFnQVQAifI8ix1xQJj2;0.584;0.547;0.212;0.000101;10;0.0836;-17.294;0;0.0381;137.891;4;0.471
3NZJlJemX3mzjf56MqC5ML;0.0368;0.672;0.82;0.000188;11;0.184;-4.456;1;0.0459;120.005;4;0.438
1zzwIjjJSTaKWB4PuuWMeC;0.161;0.593;0.76;0.0;9;0.349;-5.007;1;0.0293;137.012;4;0.562
4oXg7xT4ksBxHTx8PcmSXw;0.0477;0.598;0.854;0.338;1;0.0934;-7.584;1;0.0422;94.458;4;0.844
25MF3OTFSLoiVPf2CyX8uo;0.0823;0.712;0.676;2.59e-06;9;0.0658;-4.853;1;0.0802;156.964;4;0.575
5dcAaA6viLaoW1wq8tJP1u;0.614;0.618;0.0717;0.00181;7;0.115;-24.005;1;0.0705;78.646;4;0.74
7oJXOVieUvG8e9HDRhZGPK;0.0607;0.456;0.956;0.00198;2;0.0728;-3.086;1;0.0423;136.283;4;0.527
6KlBm9gH1FHWb5EEodViFj;0.00154;0.28;0.819;0.828;4;0.112;-4.095;1;0.0391;97.085;4;0.734
60tS5WiirpTSbE8tt3OFB6;0.282;0.544;0.547;0.000506;7;0.284;-12.198;1;0.0383;125.104;4;0.9
2njaX0pIxrqZoAPnA2A01Q;0.277;0.919;0.554;0.0;4;0.284;-8.092;0;0.127;131.416;4;0.814
2NVT1tiPay2ig9ZpdP30tn;0.903;0.681;0.394;0.0416;2;0.0992;-12.175;1;0.0558;205.359;4;0.971
3EpyFNe6d6FOZbRANm8S0q;0.18;0.724;0.814;0.0;8;0.109;-9.155;1;0.38;184.801;4;0.82
1Wf3IsDhBrfWvhbasaBBaW;0.694;0.891;0.439;0.194;9;0.121;-7.192;1;0.0975;123.078;4;0.493
7i4hkMMWTl02apbFoaUEQh;8.93e-05;0.315;0.896;0.0769;11;0.628;-7.242;1;0.253;122.064;4;0.381
1i6qYCyn4sSiFdsYrrPgs0;0.00195;0.683;0.704;0.693;6;0.0833;-9.018;0;0.0413;125.995;4;0.392
6pymOcrCnMuCWdgGVTvUgP;0.0452;0.697;0.709;0.0;5;0.138;-1.917;0;0.0455;134.91;4;0.787
5ZKeFaTzPq2u2Z92XdqM7M;0.635;0.607;0.207;0.0;0;0.197;-11.72;1;0.0247;82.705;4;0.42
6y34pSTyU4j9wxPnTuIzua;0.982;0.359;0.0693;0.942;1;0.108;-21.584;1;0.0378;108.144;4;0.0745
6PgNuWIZ1Aechvuv5073Xb;1.07e-05;0.203;0.964;0.00157;7;0.294;-5.274;1;0.0648;84.412;4;0.435
7FnPuMFgc7YDuwQkGpttr2;0.00055;0.498;0.885;0.034;7;0.574;-3.922;1;0.0291;145.217;4;0.563
7wOYlhUoHMpg2r96VWiIYR;8.19e-05;0.509;0.996;9.96e-06;8;0.0545;-3.741;1;0.0598;104.671;4;0.365
3aZAVizeugXVGYKA9kW6OP;0.00393;0.802;0.824;0.904;2;0.0987;-12.225;0;0.0656;126.006;4;0.366
4mzuuci7IGapqF0KyH7pIs;0.955;0.255;0.179;0.0329;5;0.113;-10.383;0;0.0335;76.012;3;0.0393
0D2nmjyqmjMuKbxM3WKLFu;0.11;0.821;0.524;0.000965;8;0.233;-6.361;0;0.0657;130.045;4;0.697
5NWuFuBYzgxOv8ATZltnTZ;0.0352;0.681;0.798;0.0119;5;0.102;-8.361;0;0.0495;118.053;4;0.867
17M0GWFCVXxa2JBXCRxzRu;0.00232;0.549;0.836;0.286;6;0.112;-5.934;0;0.045;147.948;4;0.763
50KZRMRmGz3ECHNIJYaWOY;2.22e-05;0.262;0.937;0.199;2;0.0741;-5.33;1;0.244;89.718;4;0.228
5Q4dWVW5GnNpUTURAVz7qh;0.324;0.725;0.59;2.78e-05;0;0.382;-6.481;1;0.0575;130.685;4;0.877
23wfXwnsPZYe5A1xXRHb3J;0.144;0.785;0.871;0.0;4;0.309;-2.692;0;0.265;87.248;4;0.315
0JDere4BzgxpSdDSp1De2r;0.478;0.708;0.237;0.000576;3;0.0523;-16.599;1;0.0306;90.228;4;0.7
3DjXu9jBpV5lPbhHQVyPQd;0.0185;0.688;0.917;0.00241;2;0.0712;-7.449;1;0.0314;123.873;4;0.788
2xzGmWa8IDNuv5V5YHLEKc;0.965;0.281;0.061;0.913;11;0.102;-19.213;1;0.0304;95.813;3;0.0538
5SOM8KPg1Kn5M4EKkSCnDA;0.47;0.657;0.792;0.000138;3;0.0895;-8.264;0;0.049;99.961;4;0.645
37YHZAS4z74AXm4RT76YxR;0.000203;0.487;0.742;0.0;4;0.118;-4.788;1;0.0355;142.016;4;0.174
5DNaJ4Ax7fTUfRgd4Gk04P;3.4e-06;0.685;0.961;0.83;7;0.375;-7.578;1;0.0522;128.005;4;0.461
3ags0IfmX9Djh5rFJCcDy8;0.105;0.721;0.855;0.854;10;0.111;-9.002;0;0.0538;95.007;4;0.664
5kpPEG3voPpNxxjdh4sErR;0.831;0.567;0.296;0.000747;2;0.273;-13.412;1;0.0296;114.279;3;0.48
6ZBtX6jV48Hwytg3gELsKr;0.391;0.675;0.785;0.111;5;0.106;-8.232;1;0.055;108.31;4;0.745
7uocydOuHXK9Ef65yKXbgk;0.00163;0.341;0.967;0.000626;2;0.062;-7.524;1;0.0504;186.136;4;0.475
2vQNCsZhsJ4RtQEFUMUguw;0.0844;0.286;0.592;0.656;9;0.593;-7.803;1;0.0884;138.305;4;0.411
2OeT3SvGtNoH4bpsodv1ki;0.556;0.527;0.625;1.4e-05;7;0.877;-9.022;1;0.085;100.716;4;0.185
47X8GYW3OJEru99GBLEkue;0.917;0.351;0.105;0.879;3;0.159;-16.107;1;0.032;67.778;4;0.11
1Mm9T8YumdpG7h8rUGq6F3;0.473;0.38;0.544;1.28e-06;7;0.137;-5.399;0;0.0284;142.499;4;0.136
0gFtqHUBVAAUMB8KQcC1O6;0.000804;0.607;0.928;0.000105;7;0.358;-5.702;1;0.0287;131.96;4;0.637
3ylKVFV0KAnMf2yXFTj4JD;0.000146;0.218;0.759;0.00736;7;0.252;-6.175;1;0.0558;121.309;5;0.214
2mkT9tRSw4oywaF1lKi1mp;0.993;0.258;0.0317;0.89;3;0.0729;-29.294;1;0.0387;174.927;3;0.166
7JtXKhIX2Nx3bUjl9EMH4g;0.00415;0.649;0.878;0.0068;1;0.849;-3.936;1;0.274;141.133;4;0.836
1pXXriSh4lpOKFqsAWVdHe;0.0015;0.388;0.825;3.94e-06;9;0.138;-10.555;1;0.0557;159.744;4;0.853
1XFG00rEeHaDIPOQv9LTYs;0.0013;0.33;0.883;0.0;6;0.359;-8.22;0;0.0533;100.842;4;0.832
6c7JCJhV2xmLl5GvZ9ubVV;0.0451;0.763;0.413;0.622;6;0.0439;-13.419;0;0.0324;108.012;4;0.698
657O4nJxZktsNDvBimhZ0i;0.864;0.486;0.218;0.00166;0;0.397;-17.289;0;0.0261;92.71;4;0.638
0EOPpwyyPmXIFNJUlfena8;0.5;0.751;0.767;5.61e-05;7;0.185;-10.135;1;0.0465;121.719;4;0.945
52B8d6SHVW6DSlJcxJ5QPe;0.464;0.568;0.491;0.854;5;0.0921;-9.939;1;0.036;92.089;4;0.613
2WIznWX1q8Z5y2Xc69nQfB;0.193;0.681;0.623;2.98e-06;9;0.0873;-10.322;0;0.0324;99.482;4;0.812
4Dw3wiB2cRJr4QBI6fkJmJ;4.36e-05;0.39;0.765;0.00509;11;0.0506;-3.27;1;0.0432;175.433;4;0.724
3K1QP5MyaAoKoPwwqo2EhZ;0.231;0.697;0.713;0.000286;9;0.11;-8.101;1;0.0285;142.029;4;0.922
3xFrh8s2Nnbizg13yaxpMK;0.968;0.405;0.245;0.0328;11;0.11;-17.458;1;0.0426;148.721;4;0.693
70UeeJ99oV4ip0VzGAwQwF;0.00228;0.741;0.815;0.175;3;0.27;-5.559;1;0.037;132.984;4;0.778
2bLDNhcsv8FgyykVJwtYtW;0.671;0.6;0.424;1.08e-05;5;0.0827;-10.389;0;0.0338;169.747;3;0.663
1C33qPkGmoTHZC04gJvKnZ;0.988;0.626;0.225;0.000859;10;0.14;-12.952;1;0.0438;130.891;4;0.715
5pUsjoNBmLvHtfNh9BwLN4;0.0349;0.149;0.991;0.11;10;0.966;-5.432;1;0.18;162.94;4;0.416
1GNXjoTtM3fY7nUaLdmN0y;0.00544;0.536;0.744;0.0277;2;0.106;-4.778;1;0.0465;141.45;4;0.136
3Dly8WXYzQK7mlHjSIO5V9;0.055;0.619;0.771;0.192;9;0.299;-14.232;1;0.0462;106.877;4;0.946
6uE9WVRq7RpYr5HYWIVegr;0.989;0.485;0.0748;0.926;0;0.0999;-20.634;1;0.0327;78.024;4;0.174
6ti6qXVhSCz4Lupg3QPriB;0.0818;0.667;0.897;0.0;1;0.0788;-4.031;0;0.258;97.613;4;0.856
7hObovvcbBpXgZHQ9if4WU;0.0134;0.623;0.342;0.00412;0;0.106;-8.694;1;0.038;115.032;4;0.101
6Nf9H2eSxi6z2z0bGsNNtl;0.00508;0.806;0.733;0.807;10;0.422;-15.062;0;0.0683;127.016;4;0.338
4EII3SMLJWktnW01spUJzx;0.787;0.336;0.344;1.08e-06;7;0.101;-11.441;1;0.0361;78.039;4;0.256
5f9o2y0eNOut3Sv8X2D7E2;0.0184;0.816;0.601;0.0;1;0.0117;-6.396;0;0.272;77.993;4;0.756
0qNmtedwfcKcXOjrIOJuJy;0.355;0.699;0.648;0.816;7;0.0938;-10.158;1;0.0603;116.613;4;0.974
6L1wiYkB97WrdO5XHDCdlc;0.0395;0.694;0.669;4.02e-06;1;0.127;-6.312;1;0.244;177.956;4;0.598
57Twj7EqzZEPszLMDz7mQ2;0.706;0.575;0.809;0.0;11;0.876;-4.895;0;0.0712;109.357;4;0.859
3vPaPBNLzETr9ZAfda5KIc;1.86e-05;0.337;0.98;0.125;9;0.956;-3.833;0;0.126;169.92;4;0.226
5ZkLyvsCuG39ZunOnXzNzl;0.0253;0.762;0.54;0.725;0;0.125;-10.538;0;0.0538;154.987;4;0.181
2eRrGPpzVnOOJsfIDpX1Si;0.102;0.596;0.82;5.74e-05;5;0.0823;-6.19;1;0.0284;89.976;4;0.789
58JlaESRCpxu3i5W5R3Tco;0.00179;0.77;0.414;0.0654;11;0.139;-13.343;1;0.174;150.017;4;0.719
3KApsUPwxK3crRvgQWOpqE;0.0112;0.708;0.286;0.87;10;0.138;-13.724;1;0.143;174.06;4;0.736
1yP4yc4UD7pLYquVylSvg8;0.509;0.32;0.482;1.37e-06;7;0.0763;-8.982;1;0.0354;175.139;4;0.289
0bBdzdOql8t4jmjghR3tNx;0.528;0.68;0.373;0.000193;4;0.0911;-14.407;1;0.0314;115.029;4;0.311
56RfgBbd1fq3CY9ECU7y7K;0.00557;0.62;0.503;0.00383;0;0.511;-9.75;1;0.0631;147.959;4;0.689
7kyvyB0KSOl6s9y55hPJyf;0.0505;0.182;0.768;0.21;0;0.381;-7.84;1;0.17;76.89;3;0.18
4Kk62C6KQIe0W2B1jpzszR;0.811;0.703;0.401;0.801;4;0.0583;-9.711;0;0.0318;90.57;4;0.542
3NaaJnysh3yIbsG2kFdGey;0.466;0.695;0.685;0.000607;7;0.0454;-8.674;1;0.0419;112.458;4;0.93
3znlWyerD2o4CVJNLdWzay;0.17;0.501;0.877;0.0;4;0.801;-5.15;1;0.105;151.915;4;0.721
6agn6uyxnypYDHCXMwrekg;0.348;0.723;0.519;1.13e-05;0;0.148;-10.508;1;0.112;118.054;4;0.644
18EoHdX6TxU5n0jCfv6Sb3;0.0261;0.47;0.736;2.74e-05;6;0.594;-8.776;1;0.0386;79.506;4;0.391
1Pq47iFLC5U7j8xeNiNcuS;0.368;0.692;0.501;0.0;9;0.0393;-11.708;1;0.0625;128.388;4;0.961
5D1yVD66naMFQmKJqIc7oD;0.0239;0.255;0.968;0.474;10;0.396;-4.267;0;0.0743;149.344;4;0.475
2zVZJFekNqtMgoNGPwr8Fs;0.0199;0.502;0.786;0.00123;7;0.0683;-8.934;0;0.0365;145.131;4;0.86
1K4oTPUTRT5MGLwbdG71a9;0.95;0.414;0.187;0.000197;10;0.12;-12.132;1;0.0395;78.041;3;0.449
7vn3FYcftfLmyMQgEQcWGn;0.887;0.699;0.167;0.0;10;0.0905;-12.755;0;0.0322;107.803;4;0.497
31mkWseXzIjCHOAW8TRnbe;0.288;0.585;0.955;0.0331;4;0.127;-5.435;0;0.0404;145.949;4;0.899
0Ab5iMf4QzJ7R2qCS4D2Mt;0.00407;0.283;0.828;0.00151;5;0.961;-8.204;1;0.0524;180.626;3;0.524
2Aki4raVquhiimF96icZVO;0.00633;0.637;0.838;0.0;11;0.126;-8.441;0;0.365;113.157;5;0.235
33AfRrrCqdbw7FKEhoRKkC;0.4;0.657;0.934;0.328;7;0.0619;-5.224;1;0.0432;127.95;4;0.967
3yP553KE83Ubbw33nvwE4u;0.0186;0.253;0.701;6.94e-06;8;0.323;-7.878;1;0.0384;145.332;4;0.377
0PhCZ8OiGK8MJQPheZCCkE;0.683;0.649;0.274;0.0;2;0.109;-7.999;1;0.16;141.387;4;0.598
2aJB8QiYNh6tl2Qhg8ETju;0.994;0.662;0.0473;3.33e-05;11;0.133;-15.719;0;0.15;135.08;4;0.553
3obggbhnOjjnytaGM1hpDR;0.139;0.629;0.817;0.0;7;0.135;-5.56;0;0.0696;167.002;4;0.653
0mNmIjoFyNWYL8rXZHYiGS;0.881;0.684;0.119;0.177;0;0.151;-14.749;1;0.0617;120.637;4;0.309
7rJ6oE7BFFlwD3auBexWdA;0.643;0.527;0.286;0.0;11;0.178;-11.369;0;0.0316;66.043;4;0.113
31pi9vJJWHZxygk8AoGd0d;0.0951;0.503;0.322;0.0069;0;0.24;-13.307;1;0.0288;113.504;4;0.299
5vOLRAfroZZepQPtlAYDqJ;0.386;0.686;0.736;8.3e-06;1;0.0464;-5.556;1;0.145;82.718;4;0.96
0GOKlmFlbKE2C22hVY4thd;0.000499;0.581;0.827;0.385;11;0.329;-6.274;0;0.313;132.011;4;0.413
1NZW7W94HFFReJ1BV06l3q;6.95e-05;0.527;0.996;0.811;5;0.657;-8.388;1;0.038;127.991;4;0.6
77G5gQJsjdCyZxcWU2w1Xw;0.596;0.73;0.379;6.78e-05;9;0.0594;-9.169;0;0.0381;110.922;4;0.415
6k6PMsVpqzqsf8LjfKvw6U;0.882;0.543;0.358;0.0;9;0.864;-8.196;1;0.0299;95.986;3;0.819
6FhJq6y2hJpT2dL53RH1WG;0.9;0.256;0.311;0.436;4;0.572;-13.63;0;0.0291;86.886;4;0.191
3tlXDvaNrrOmdvG0XVUOcv;0.884;0.83;0.382;0.301;2;0.11;-11.231;0;0.0566;121.12;4;0.54
2n3YjUXsWarXRIPagtgkm7;0.566;0.554;0.246;0.0;5;0.184;-15.467;1;0.035;131.509;3;0.317
3nCbI4P1Syf6uaK9o9sPhp;0.0106;0.648;0.551;0.0;4;0.0459;-7.989;0;0.152;79.125;4;0.494
5lUYUAWH86uNqB5LaiUeaS;0.019;0.584;0.395;0.723;0;0.133;-17.132;1;0.0309;110.022;4;0.408
5LhhIzB7eXndzLFzQ4RjNw;0.0473;0.546;0.804;0.00172;9;0.102;-5.742;0;0.0293;149.819;4;0.664
7KTF8lEGNY7BZjRiEsDluP;0.916;0.506;0.255;0.0;5;0.153;-14.763;0;0.043;78.969;4;0.567
3XvxonfVhKQ34rGIhPZkMx;0.331;0.568;0.923;0.0;1;0.161;-4.362;0;0.0596;96.177;4;0.553
5bCILBV99LIxxgu7Pn29Za;0.278;0.625;0.565;0.0;3;0.0542;-6.135;0;0.0783;81.457;4;0.86
2eaI8eGyGyDZdMeYFPg5tA;0.0434;0.701;0.571;0.757;11;0.091;-13.043;1;0.0341;131.99;4;0.23
5CCDDjezwhB2xDcJCPBsGS;0.107;0.667;0.728;4.26e-05;11;0.0672;-10.07;1;0.0259;117.515;4;0.925
5oAbrUmyotLxYo4oBQnXaH;0.0125;0.745;0.942;0.000566;6;0.272;-4.646;0;0.0634;129.972;4;0.712
6jLTTNVVY4UxCSBZ2Z8qdR;0.761;0.55;0.259;2.18e-05;9;0.395;-12.299;1;0.0337;129.712;3;0.52
5iUA8f4w4gCugEJ3TCCQvf;0.965;0.198;0.189;0.764;9;0.0917;-17.325;1;0.0354;67.933;4;0.032
3D8q9zIEkeltwekbk4GClY;0.264;0.334;0.671;0.746;9;0.567;-18.254;1;0.068;103.285;4;0.467
4rp7ApQkFSVMOfu2kUnu3A;9.91e-05;0.344;0.954;1.79e-06;9;0.303;-4.856;1;0.146;101.365;4;0.6
6n8PaGkMWbdty5FHqTcElJ;0.813;0.489;0.285;1.3e-06;11;0.197;-12.704;0;0.0445;122.05;4;0.318
6phS0dmak9yAw1vhYJAj9T;0.324;0.815;0.315;0.0849;8;0.638;-8.422;0;0.0708;95.612;4;0.431
0GKIegQmWZxsSO8pJFoY6M;0.00713;0.677;0.829;0.887;11;0.0663;-8.121;1;0.0375;139.979;4;0.215
0kq3kvNzXnixB9WLoaxoqP;0.866;0.593;0.34;0.0;3;0.125;-15.704;1;0.0484;106.598;4;0.638
4MFGLoFgflvjfcomVlwXqy;0.000838;0.542;0.909;2.22e-05;2;0.0374;-5.892;1;0.0484;169.886;4;0.681
3xVtc7PB4V3AqAfq4Iahli;0.0146;0.878;0.595;6.8e-05;11;0.328;-3.924;0;0.203;89.995;4;0.851
4Bh9vSw01TGQipCVpmUa5m;0.759;0.807;0.314;0.0;6;0.497;-13.498;1;0.888;106.195;4;0.968
2V6eqS4RyOGLr6A5pNwTbJ;0.619;0.344;0.345;0.000979;2;0.123;-11.282;1;0.0306;174.851;4;0.784
6eJZOeFIHxyLNxeheXB0PK;0.607;0.264;0.471;1.24e-06;2;0.25;-10.327;1;0.0311;98.776;3;0.683
06KhbhKvP3clJKyahQZrF7;0.938;0.72;0.333;0.0;6;0.148;-10.34;1;0.116;75.729;4;0.725
2Aw4BhVku3auZjZyFeXr7t;0.161;0.389;0.476;4.52e-05;7;0.199;-12.683;0;0.0351;81.023;4;0.624
5TS4qrO34nNrCMV5VKIIFq;0.00352;0.378;0.823;2.22e-05;11;0.0416;-10.717;1;0.0431;99.658;4;0.556
2P5FVZ90DJNEKF700Tz9if;0.991;0.24;0.184;0.88;8;0.114;-21.578;1;0.0338;70.939;4;0.331
0FloYq10yIups9SXf3rd3f;0.783;0.523;0.237;0.0345;6;0.704;-16.68;1;0.027;92.858;4;0.466
0t1CIfedJw9trqT9P8AtsN;0.00397;0.387;0.976;0.000739;0;0.0773;-4.783;1;0.128;106.514;4;0.635
5KTla7tJYMlqT0f9nYxa08;0.564;0.55;0.562;0.0;10;0.0969;-8.225;1;0.029;122.279;4;0.299
1Juw7k79dlPD5cUqKPNrhw;0.949;0.218;0.0364;3.93e-06;10;0.109;-20.928;1;0.0406;171.809;3;0.104
5KbyTMn0b4JhsfELSFP8EB;0.00087;0.374;0.997;0.805;3;0.255;-5.078;1;0.202;109.883;4;0.036
6U3YLB9qZJnHvFK1ZUAmHa;0.00147;0.412;0.997;0.0;8;0.149;-3.854;1;0.136;194.944;4;0.274
13GJxA2L73BqqD987ZwkuB;0.866;0.504;0.269;0.144;0;0.111;-14.488;1;0.0351;124.95;4;0.184
10Nh5GGra74LRZI6Ac7WWQ;0.0844;0.806;0.725;0.00118;0;0.387;-6.145;1;0.0931;128.02;4;0.477
6j6DIuhLQEVuHLF6q0DCip;0.879;0.617;0.24;0.000805;6;0.694;-18.551;1;0.0744;91.314;4;0.473
12fGMDjr9oxSKWDrE6D1GL;0.468;0.541;0.423;0.464;4;0.167;-11.694;0;0.0277;120.034;4;0.217
3nb3jQjzZ66DWeN3iTxs0K;0.0391;0.741;0.658;0.396;11;0.0636;-14.86;0;0.0522;127.963;4;0.855
46uYtQlZwFZ1RdJYRblEwM;0.0251;0.534;0.571;0.822;9;0.0911;-10.456;1;0.035;117.73;4;0.795
1q5xwM6BKybjNpqR7hAoAg;0.733;0.505;0.412;0.879;0;0.115;-12.808;0;0.0295;122.289;4;0.191
7ehLYt3aiKn8gXedyUk4GG;0.293;0.83;0.485;0.0;11;0.0587;-14.207;0;0.524;91.059;4;0.824
0yGak8aP94FIt4rIfWeAPL;0.00124;0.663;0.954;0.878;8;0.123;-7.929;0;0.0489;139.0;4;0.425
1n8nGdkAI56TQR6ZGsAlA3;0.839;0.132;0.0213;0.839;2;0.102;-32.286;1;0.0357;65.698;4;0.094
6yDEJThFtZyJJYjCrxHbos;0.000837;0.345;0.968;0.551;4;0.164;-5.438;1;0.222;140.342;4;0.486
2W5szCWKtzDLMNDGejRcpF;0.513;0.583;0.264;0.163;7;0.129;-14.858;1;0.0341;115.483;4;0.193
5cMbmTjcxfB6P9soZeukhh;0.188;0.369;0.351;0.00935;5;0.698;-16.368;1;0.0536;71.865;4;0.345
3mnVgyzn5HC7Sqkn3B5zHs;0.469;0.605;0.843;0.00235;4;0.118;-8.546;0;0.0604;103.817;4;0.662
3DbB46mRXWI3qQ1rHtmR9O;0.932;0.235;0.208;0.861;0;0.308;-12.65;1;0.0371;93.469;3;0.122
7LwihGsbtK3dqUzdvlncK8;0.691;0.54;0.163;3.79e-06;8;0.154;-11.964;1;0.0264;85.791;3;0.367
2NccXqXNwo4gjvuJmwrLVZ;0.701;0.58;0.242;1.63e-05;4;0.0953;-12.264;1;0.0283;79.924;4;0.126
3xH7xicTlukrmnHIHINTW0;0.000175;0.618;0.752;0.626;1;0.109;-11.051;1;0.051;145.09;4;0.421
4vBhDli1CkhxNJfwoLjbZu;0.0696;0.618;0.921;0.0263;2;0.176;-6.598;0;0.045;93.988;4;0.875
0xSCHgSKVIty39IVXDC1MW;0.871;0.418;0.266;3.62e-06;4;0.0985;-13.399;1;0.0287;169.869;4;0.211
6Dyqsvfsu3hae5pssdJx69;0.917;0.343;0.461;0.853;1;0.288;-10.851;0;0.0368;70.155;4;0.293
5AebRfjaAZKzDuoGmCbAzy;0.087;0.732;0.396;1.09e-05;9;0.136;-9.593;0;0.0389;153.981;4;0.611
5494QUc21ty0NTL62hoigD;0.858;0.369;0.132;0.0;3;0.279;-17.942;1;0.054;161.466;4;0.613
3gRzQHkIFrqmSDlaYgMJto;0.701;0.4;0.388;2.55e-06;2;0.113;-10.545;1;0.0309;137.766;4;0.235
6kXoVB9YWx9gk8N1q4z6SG;0.00171;0.617;0.729;0.0142;1;0.122;-11.229;0;0.0445;120.01;4;0.551
6g1J1ZWIN3aeVz50AwFcly;0.855;0.609;0.0774;0.0;8;0.251;-27.982;1;0.956;168.825;3;0.923
2NDDG5phjR9swZm4vN1sB6;0.0217;0.441;0.621;0.0;7;0.18;-6.034;1;0.0278;92.787;4;0.346
1KccuSapCwwM0eW2j1qck9;0.931;0.466;0.16;0.0224;8;0.149;-11.776;1;0.0345;91.853;4;0.564
64IKKmGDJZuRR6Frl4RDuQ;0.00942;0.475;0.475;0.508;5;0.104;-12.938;1;0.0444;101.71;4;0.347
3f7KyRAnM4Cb0QvFfJqK6c;0.00163;0.73;0.384;0.0035;0;0.27;-15.513;1;0.139;145.578;4;0.913
1HcpDOoS0KQkkMOdkhD24Y;0.00999;0.718;0.691;0.875;10;0.1;-9.118;1;0.0408;140.998;4;0.349
3FS60eFrGotm75VV7rODJV;0.873;0.219;0.21;0.88;4;0.237;-11.314;0;0.0363;97.021;4;0.158
2tiG6VME2Enk8hafwGWsGO;0.265;0.677;0.679;0.763;11;0.0735;-10.939;0;0.0903;76.845;4;0.889
61iJ9cAYgB5rJamvuChwEn;0.732;0.523;0.561;2.55e-05;0;0.126;-9.444;0;0.0275;135.972;4;0.176
7g3ERUXURZNGNKfK8ya1Cc;0.972;0.314;0.123;0.115;3;0.23;-15.758;1;0.0324;86.652;3;0.253
74Av2rPn9Tflj10ZNT8HGz;0.274;0.697;0.88;0.0;7;0.0794;-2.199;0;0.139;94.9;4;0.599
7ig9CnZgDdzUvJY0vXj9mP;0.0551;0.619;0.651;0.0;8;0.0779;-8.394;0;0.0857;159.933;4;0.691
4F7YGZkySGe6jdhzNnyspT;0.111;0.961;0.927;0.0;3;0.0771;-4.37;0;0.227;115.729;4;0.659
